nose_y,nose_x,nose_confidence,left_eye_y,left_eye_x,left_eye_confidence,right_eye_y,right_eye_x,right_eye_confidence,left_ear_y,left_ear_x,left_ear_confidence,right_ear_y,right_ear_x,right_ear_confidence,left_shoulder_y,left_shoulder_x,left_shoulder_confidence,right_shoulder_y,right_shoulder_x,right_shoulder_confidence,left_elbow_y,left_elbow_x,left_elbow_confidence,right_elbow_y,right_elbow_x,right_elbow_confidence,left_wrist_y,left_wrist_x,left_wrist_confidence,right_wrist_y,right_wrist_x,right_wrist_confidence,left_hip_y,left_hip_x,left_hip_confidence,right_hip_y,right_hip_x,right_hip_confidence,left_knee_y,left_knee_x,left_knee_confidence,right_knee_y,right_knee_x,right_knee_confidence,left_ankle_y,left_ankle_x,left_ankle_confidence,right_ankle_y,right_ankle_x,right_ankle_confidence
0.33625674,0.47215378,0.45744994,0.32334274,0.47801733,0.37148914,0.32361937,0.46744156,0.49120706,0.32665542,0.48339933,0.5367718,0.32562977,0.45858908,0.57603556,0.3952314,0.5045478,0.78133833,0.39708838,0.43807575,0.7567411,0.50343627,0.5141723,0.8248001,0.5022795,0.42907533,0.8217158,0.5948017,0.5184982,0.71037084,0.59280497,0.4229761,0.7034801,0.587691,0.49303004,0.8216612,0.5921143,0.45127591,0.8176108,0.71311384,0.5007483,0.8319027,0.7093437,0.44941717,0.7832381,0.8007196,0.503085,0.7347397,0.80253065,0.4535638,0.70614934
0.33774844,0.47182527,0.42224097,0.3249638,0.47731555,0.35789937,0.32538003,0.46641186,0.48146507,0.32707894,0.48307103,0.50641704,0.32786438,0.46004695,0.5880972,0.3952098,0.5047546,0.7729227,0.397876,0.43817967,0.7731435,0.50357234,0.51474327,0.79190636,0.50251335,0.42921725,0.7990666,0.5963827,0.51847416,0.647226,0.5935924,0.4231749,0.7013489,0.58762044,0.49315012,0.8010083,0.59219533,0.45169502,0.7965718,0.7118785,0.5005387,0.7965779,0.7096579,0.44942373,0.7331085,0.8008318,0.502411,0.8508596,0.8013578,0.45277533,0.68922716
0.3383651,0.47230682,0.428366,0.32581347,0.47797528,0.38902846,0.3260649,0.46698335,0.51632804,0.32807457,0.48371792,0.5459945,0.32840332,0.46056667,0.5898708,0.39556876,0.5047446,0.75975096,0.39809647,0.4383942,0.76999766,0.50393516,0.51478535,0.77918565,0.5029836,0.4295873,0.81879085,0.59677374,0.51880455,0.60822505,0.5937681,0.42335546,0.70105624,0.5882108,0.49338827,0.806657,0.59276766,0.45165384,0.81019,0.7118051,0.50023407,0.78750306,0.70974135,0.4494363,0.73682183,0.80130917,0.5025099,0.852359,0.801173,0.4527514,0.7027813
0.3407166,0.471656,0.49322563,0.3281694,0.47726685,0.5615361,0.32851046,0.46621835,0.50974506,0.32934636,0.483219,0.51525784,0.33069265,0.46048895,0.5922298,0.395034,0.5047056,0.7407,0.3973053,0.4384947,0.7742102,0.50295734,0.51520526,0.7737245,0.5027864,0.42965743,0.82627326,0.5971257,0.51898015,0.58510345,0.59390146,0.42293566,0.7112368,0.5885774,0.49362448,0.80795604,0.5929551,0.45142183,0.8145669,0.71081483,0.50024205,0.7694942,0.70925653,0.449434,0.6989691,0.80298364,0.5026634,0.86487323,0.8003441,0.45297527,0.6871397
0.33954123,0.47234064,0.4819965,0.32735837,0.4778651,0.5427489,0.32766128,0.4667623,0.53010035,0.3286618,0.4837006,0.54035324,0.32950506,0.46023938,0.47929674,0.3953817,0.5047908,0.751013,0.39725515,0.43831405,0.7829806,0.50299835,0.51535237,0.7731506,0.5029262,0.42941037,0.8301155,0.59575486,0.51945215,0.58215064,0.5948301,0.42300925,0.72926474,0.58923084,0.4934831,0.8117282,0.59392214,0.4512423,0.82351077,0.71021134,0.50014365,0.7443002,0.7094824,0.44921747,0.664745,0.8035997,0.5025168,0.8418591,0.8024266,0.45294386,0.6631317
0.33718482,0.472596,0.44653177,0.32446894,0.4782716,0.40070856,0.32438272,0.46728745,0.51525056,0.3274099,0.48385176,0.54327,0.32616803,0.45892724,0.59240884,0.39519742,0.505297,0.7774404,0.39670762,0.4384473,0.7854193,0.50324327,0.5159838,0.7738118,0.5024375,0.42887717,0.8124669,0.5948664,0.5198188,0.6389091,0.59446913,0.4225295,0.71930915,0.5893687,0.4938188,0.80695796,0.5938225,0.45155108,0.81182414,0.7103279,0.5000846,0.7203824,0.71005344,0.4489966,0.6399127,0.801294,0.5026571,0.8120274,0.80043155,0.4534345,0.6088878
0.33814493,0.4728561,0.43928048,0.32607925,0.478297,0.3972341,0.3259598,0.4675126,0.5444512,0.32860556,0.48374996,0.53620344,0.3273342,0.45952028,0.6103272,0.39468747,0.5049023,0.702739,0.3974011,0.4384926,0.7654818,0.50326866,0.5160825,0.7815918,0.5029894,0.4292051,0.807555,0.5907783,0.52068937,0.6077089,0.59336734,0.42230585,0.6866318,0.58863056,0.49374866,0.76793283,0.59313315,0.4516999,0.78331333,0.71033573,0.49998856,0.6879085,0.7097644,0.44929153,0.6076526,0.8034952,0.5025393,0.80550754,0.8019805,0.45306432,0.6601176
0.3407141,0.47211787,0.5042686,0.32869318,0.47769985,0.6036413,0.32876885,0.46671805,0.54151434,0.32997966,0.48343262,0.49394512,0.33064848,0.46062097,0.49704924,0.39423144,0.5044382,0.6846573,0.3972514,0.43847018,0.76014936,0.50406396,0.515212,0.7756196,0.50425375,0.4289172,0.81678987,0.59215593,0.5200762,0.53602916,0.595185,0.42145067,0.6858975,0.5879358,0.49333197,0.7725056,0.59286845,0.45117357,0.7937751,0.7095539,0.5003463,0.7003248,0.7094145,0.44959256,0.6524132,0.8027369,0.5027063,0.80725783,0.8022885,0.45310554,0.6581967
0.33752206,0.47413456,0.47145614,0.32467946,0.47998956,0.4922269,0.32259765,0.46919882,0.5347283,0.32816058,0.4849753,0.5973659,0.32471246,0.46100354,0.64410645,0.39534634,0.50559604,0.82462823,0.39634323,0.43764615,0.8035199,0.50730574,0.51511437,0.7719038,0.5046268,0.4281683,0.84215933,0.5980877,0.5200657,0.5140941,0.5945428,0.41945934,0.56009126,0.59299785,0.49332157,0.8587047,0.5979919,0.45187587,0.83737576,0.7152035,0.5004372,0.8149656,0.7117401,0.44892386,0.746385,0.80241865,0.5022379,0.8440632,0.80090547,0.45323515,0.65296155
0.33384573,0.47377244,0.47384754,0.32090473,0.47952345,0.38490492,0.31954974,0.4678965,0.62296057,0.32538623,0.48459893,0.5426715,0.32197013,0.4603777,0.5935863,0.39472458,0.5056448,0.71782106,0.3957803,0.4378841,0.8041762,0.5032087,0.5147733,0.78948927,0.50592095,0.4270241,0.80490893,0.5940566,0.5198929,0.50359863,0.5945545,0.41836676,0.6183524,0.59261745,0.49267298,0.7675719,0.59812516,0.45086408,0.828525,0.71119523,0.50085545,0.7285597,0.71028876,0.44932944,0.7698174,0.8003343,0.5019225,0.8573911,0.7987605,0.45379797,0.6671624
0.33501446,0.4730623,0.39262697,0.32267386,0.47853476,0.3716792,0.32179716,0.4680921,0.4584011,0.3264803,0.48406577,0.5182494,0.3240434,0.45977187,0.5682587,0.39394933,0.50500184,0.7193031,0.395575,0.43899027,0.8667668,0.4998985,0.51599133,0.74220836,0.5017058,0.4258478,0.762385,0.5893343,0.51779276,0.41763058,0.59392685,0.41656128,0.6330742,0.5888452,0.49353388,0.7182464,0.59257203,0.4518582,0.762064,0.7105011,0.50110394,0.767096,0.7084796,0.45080242,0.54091346,0.80078906,0.5018897,0.86339366,0.7997395,0.45372158,0.7730203
0.3432542,0.473546,0.42910573,0.32978004,0.47933468,0.44935572,0.32864845,0.46777624,0.60921776,0.33302888,0.4848341,0.5320091,0.32946116,0.460553,0.5324383,0.39635766,0.5047525,0.74093705,0.3970739,0.43854228,0.8207299,0.5028733,0.51245177,0.77551275,0.50246644,0.4249707,0.65483654,0.5940484,0.5188222,0.48125148,0.5935476,0.41296065,0.7176698,0.5865638,0.4917332,0.76419216,0.5897377,0.45058364,0.7798862,0.7085344,0.5010515,0.68916965,0.71116775,0.44894975,0.86797875,0.80065155,0.502373,0.7889377,0.8011555,0.45320398,0.6517986
0.33118516,0.47552544,0.42239282,0.31994483,0.48037118,0.6248843,0.31798816,0.4704986,0.5979488,0.32665202,0.48595247,0.5917553,0.32222104,0.4625647,0.57781225,0.3956072,0.50423056,0.85819715,0.39381617,0.4387767,0.8121828,0.49852112,0.51172656,0.8104944,0.49507445,0.42370325,0.7996681,0.587857,0.5152645,0.49900487,0.5884745,0.41087127,0.5537272,0.5854468,0.49135274,0.82511073,0.58849835,0.44981936,0.8328988,0.708863,0.50147116,0.8153763,0.70515203,0.44969222,0.76252675,0.79771155,0.5020582,0.79709584,0.7981703,0.45321208,0.6473088
0.33669367,0.4747173,0.51464987,0.3251668,0.48063523,0.55537546,0.32199728,0.47025555,0.47322783,0.32986432,0.48599043,0.6197391,0.3245485,0.46324995,0.63842785,0.39579758,0.5040585,0.8830337,0.39572698,0.4382128,0.86425614,0.49752858,0.5109253,0.8042938,0.49715632,0.42127433,0.7979821,0.58596313,0.5157308,0.57497424,0.58711535,0.40779004,0.72763205,0.58639747,0.491163,0.8555705,0.5881629,0.45053,0.8296707,0.7123494,0.5020231,0.8200341,0.70718944,0.44992486,0.7857997,0.79847896,0.5022626,0.6893771,0.7997789,0.45389086,0.8250302
0.33652672,0.4764127,0.38008243,0.32512954,0.48129484,0.32773384,0.3229949,0.47158447,0.38819292,0.33004382,0.48626173,0.6465453,0.32484356,0.46372214,0.6121517,0.39553776,0.50439197,0.8808447,0.39526778,0.43820277,0.8348848,0.49174175,0.5110349,0.784111,0.4917654,0.4201147,0.81048083,0.5758445,0.51400054,0.5369711,0.57664967,0.40438944,0.6359435,0.58356154,0.49130332,0.82477003,0.5849413,0.45030844,0.79102093,0.7113896,0.50164515,0.8427179,0.7047357,0.44978943,0.74115336,0.79647964,0.5021176,0.71692455,0.7969252,0.4543301,0.8301469
0.3335251,0.4736411,0.51892835,0.3227266,0.47906145,0.6362356,0.32026938,0.46995255,0.6539374,0.32990202,0.4844749,0.670549,0.32408875,0.4628227,0.6473919,0.3931456,0.503299,0.85201937,0.39198712,0.4386323,0.80867636,0.4886989,0.50834775,0.82101417,0.47996226,0.4193949,0.8348241,0.56648314,0.5125032,0.675194,0.5613904,0.40215963,0.73531675,0.58038825,0.48957303,0.83180666,0.5830433,0.45013106,0.8241912,0.7103358,0.50092405,0.79857373,0.707557,0.44946632,0.90677255,0.7970015,0.5016735,0.86581993,0.79731816,0.45426857,0.8598881
0.33954856,0.47282493,0.5400462,0.32799655,0.4789133,0.6480382,0.3252488,0.46889278,0.63112473,0.33388895,0.48475578,0.44301042,0.32899693,0.46260723,0.7018294,0.39117387,0.50355643,0.8637157,0.39103895,0.43941787,0.8743013,0.47889474,0.50796604,0.77529013,0.4728025,0.41947448,0.7515363,0.5543547,0.5105537,0.71590084,0.54117185,0.40056717,0.86872643,0.57923543,0.49141058,0.86208224,0.58093095,0.45067242,0.8375316,0.71060026,0.5005801,0.8305047,0.7079971,0.45060012,0.83257794,0.79617167,0.5009811,0.87368834,0.79673576,0.45401904,0.8694963
0.33921063,0.47357902,0.5354981,0.3280906,0.4793843,0.6503137,0.32471132,0.46903867,0.66480446,0.3321099,0.48666412,0.61251354,0.32641992,0.46191755,0.7598115,0.390306,0.5039629,0.85953444,0.38942215,0.4393421,0.8443889,0.47331834,0.50838274,0.6938317,0.46583328,0.41828558,0.7558262,0.5327282,0.51123184,0.71111023,0.52991706,0.3989041,0.768229,0.57701904,0.49253377,0.8748189,0.5796705,0.45100385,0.8243334,0.7106655,0.5008199,0.78699785,0.7076361,0.45087928,0.7837341,0.7968321,0.50155294,0.7782577,0.7958216,0.45480284,0.88497597
0.33666572,0.4746237,0.52991885,0.32514903,0.48046643,0.6186151,0.3218417,0.46997055,0.5933612,0.33054897,0.4873589,0.60879916,0.32448393,0.46208262,0.7427466,0.38833272,0.5047769,0.85262394,0.38625047,0.4393672,0.80281836,0.46934807,0.5077222,0.58940953,0.45634463,0.41809392,0.83611345,0.5215189,0.51124775,0.5777937,0.5118389,0.3964791,0.7608928,0.5735146,0.49373284,0.85983634,0.5770598,0.45011032,0.7845471,0.70979947,0.5010801,0.75082135,0.70685184,0.44870612,0.9039345,0.79647297,0.5023948,0.8539464,0.79501915,0.45492887,0.8762202
0.34025657,0.4733931,0.515827,0.32969412,0.47967136,0.55284095,0.32671344,0.468003,0.6525074,0.33118454,0.48599613,0.70385605,0.3258774,0.46156898,0.6286189,0.38481897,0.50426924,0.78346175,0.3827106,0.4404138,0.82060623,0.4585257,0.50784576,0.5429821,0.44807255,0.41723382,0.81000775,0.5002025,0.5080699,0.51176596,0.49382374,0.3960849,0.68153614,0.5695368,0.49454218,0.83858836,0.5731667,0.45066634,0.7727768,0.7071718,0.50109804,0.9037581,0.7058979,0.4493466,0.8988824,0.7962797,0.502284,0.83956903,0.79742163,0.4546735,0.849697
0.33676568,0.47173315,0.43687162,0.32361016,0.4765873,0.5125459,0.32167292,0.46652687,0.58868533,0.32731858,0.4844632,0.6430338,0.3241175,0.46186468,0.541283,0.38102663,0.50379586,0.7433449,0.38270292,0.43938333,0.87544143,0.45223963,0.50866,0.40228984,0.44092798,0.41387424,0.7906054,0.46117228,0.50838345,0.67800695,0.47323376,0.38946965,0.85123897,0.57196665,0.49494052,0.9003917,0.57587385,0.4511951,0.7719689,0.70476013,0.50106955,0.6451417,0.7069239,0.44951648,0.8761479,0.7953837,0.50201875,0.7693635,0.79851073,0.45476347,0.77720344
0.32973626,0.4689188,0.5459947,0.3177416,0.47502765,0.64164466,0.31783766,0.46319777,0.68897617,0.32215336,0.48256683,0.4946684,0.32335657,0.45663708,0.67529655,0.38046503,0.5037556,0.82669497,0.381434,0.4374156,0.87241286,0.448329,0.508213,0.435385,0.42939007,0.41303262,0.6838584,0.43370384,0.50898796,0.39092892,0.45002055,0.38909706,0.6963501,0.5759901,0.49623156,0.81760895,0.57900053,0.45145014,0.782942,0.707539,0.5001621,0.9219418,0.7057427,0.44950795,0.91325176,0.79931784,0.5020142,0.75427425,0.79519165,0.4554076,0.8559253
0.33940792,0.47044235,0.4176301,0.32861763,0.47639954,0.5586408,0.32672548,0.46525052,0.58716494,0.33534172,0.48385733,0.6966884,0.33137748,0.45636222,0.601784,0.38497922,0.49907157,0.78015286,0.38714728,0.43822333,0.626855,0.41653582,0.5131487,0.43015674,0.41939887,0.4096258,0.61558706,0.41831487,0.51351106,0.28037533,0.4276668,0.3850614,0.51345044,0.5728544,0.4962722,0.8859326,0.57741106,0.45251375,0.7342596,0.70829266,0.5006659,0.83024746,0.7059248,0.45073348,0.8791239,0.7997421,0.5020399,0.8536169,0.8012191,0.45454338,0.7037477
0.33551946,0.47207075,0.3500127,0.32696694,0.476484,0.45425823,0.32489958,0.46904653,0.46360308,0.3441596,0.4834574,0.57569367,0.34030867,0.46305767,0.33279616,0.39279974,0.49844697,0.60831195,0.39453498,0.44067028,0.76558656,0.39265504,0.50681883,0.3436933,0.40306598,0.40933362,0.6159392,0.3801966,0.50055265,0.11371594,0.40449795,0.3879537,0.5121267,0.57466775,0.4965034,0.8959688,0.57694113,0.4521712,0.7021796,0.7085544,0.500711,0.780695,0.7074432,0.44971785,0.82513636,0.79768157,0.50243855,0.9028189,0.7950441,0.45558518,0.827296
0.33064145,0.46773443,0.3228925,0.31978026,0.472182,0.58420384,0.32091093,0.46393663,0.5153538,0.32809982,0.47696912,0.6315187,0.32959118,0.45651874,0.40365958,0.3804903,0.49766615,0.7410335,0.39597142,0.43820912,0.83874756,0.3887045,0.5097272,0.59484947,0.3945122,0.41232023,0.638917,0.3832596,0.505783,0.34118566,0.38368443,0.38994792,0.70145017,0.56769174,0.49586362,0.92565894,0.573378,0.4530597,0.8020059,0.7072393,0.50077224,0.76093364,0.7068594,0.450002,0.8620036,0.79705894,0.5019745,0.88954747,0.79771084,0.45486072,0.669922
0.32782823,0.46779433,0.3347567,0.31828788,0.4726732,0.5498285,0.31795642,0.464847,0.39224556,0.32916716,0.47928602,0.43535715,0.32603645,0.45873162,0.6466426,0.3791201,0.49640602,0.68189144,0.39332777,0.4401453,0.8267635,0.39753655,0.5092754,0.6200914,0.39198014,0.41225156,0.597883,0.35051358,0.50897837,0.59429955,0.36060983,0.38896456,0.75701416,0.5663385,0.4950223,0.91766936,0.5717504,0.4527049,0.7622822,0.7053829,0.5009142,0.74655175,0.7060259,0.44988826,0.89874846,0.7982531,0.50231564,0.90218747,0.79899013,0.45498377,0.74503046
0.3348211,0.467386,0.47140598,0.32488853,0.47124946,0.5348806,0.32621008,0.46244308,0.36064038,0.33512402,0.47879627,0.5983646,0.33501866,0.45716116,0.6305338,0.380796,0.4942735,0.7610551,0.39240828,0.4395671,0.8349074,0.3872711,0.51099133,0.61520106,0.38769954,0.41514638,0.67621356,0.33162293,0.5070108,0.68533146,0.34119332,0.38961297,0.6794488,0.5637205,0.4949275,0.8462909,0.5716183,0.45295873,0.79686475,0.7051058,0.50032073,0.89225185,0.7058575,0.449686,0.89810044,0.7996285,0.5021289,0.8938677,0.7989779,0.4544858,0.72314423
0.3269367,0.46796697,0.5038772,0.31613007,0.47212207,0.55245376,0.31556007,0.46284956,0.5189932,0.3269681,0.47888976,0.5919833,0.32406315,0.45710573,0.64727867,0.37935382,0.49406144,0.71912754,0.38866866,0.43945575,0.8670614,0.38275555,0.5093345,0.7311897,0.3763289,0.41397056,0.6592908,0.31470612,0.5098065,0.8154824,0.32256398,0.39030775,0.77301127,0.5598591,0.49515173,0.92562884,0.5665179,0.45321313,0.78045297,0.70503557,0.5007921,0.8715977,0.7057892,0.4500062,0.85660005,0.7966051,0.5018177,0.8588381,0.7958361,0.4545905,0.81113034
0.33087277,0.466745,0.5495212,0.3186459,0.47160694,0.58805746,0.31808814,0.46178445,0.4965847,0.32877043,0.4785579,0.5842971,0.32505494,0.45675704,0.6406973,0.377789,0.49640426,0.8037428,0.38872534,0.43986976,0.89087635,0.37537083,0.5103109,0.7198846,0.36795765,0.41134465,0.68330413,0.30286345,0.5113338,0.7473432,0.30716863,0.3930431,0.78493196,0.5576204,0.49524218,0.9287059,0.5627076,0.45264134,0.86110854,0.7036232,0.50072616,0.7342096,0.70578307,0.45005465,0.8509725,0.7955404,0.5024371,0.88144827,0.79793644,0.45462322,0.6283146
0.33337203,0.46704,0.46486306,0.31975034,0.47402465,0.4148571,0.31805533,0.46283367,0.40076393,0.33083436,0.48044863,0.55141723,0.3241217,0.45681936,0.66890347,0.3827347,0.49799874,0.74794054,0.38689134,0.43984035,0.90628916,0.36459872,0.51050246,0.6340162,0.3570696,0.4097081,0.77433044,0.28758454,0.51192087,0.7761657,0.29251647,0.3935755,0.79058295,0.55582637,0.49445748,0.9346923,0.56127286,0.45270154,0.87788564,0.70472383,0.5001558,0.84095526,0.7068635,0.44993454,0.7702071,0.7973427,0.501836,0.89441186,0.79841036,0.4545288,0.7331651
0.33041352,0.46738854,0.38911957,0.3199767,0.47336185,0.40134695,0.31849933,0.4627869,0.3496203,0.33185065,0.48077047,0.54375017,0.32350022,0.4564757,0.45954874,0.38360798,0.49755156,0.8639838,0.38437897,0.43882468,0.9009153,0.3603559,0.5087738,0.73418593,0.35605207,0.41135022,0.7329042,0.28007862,0.51107156,0.82971805,0.28177997,0.3959711,0.6367062,0.5543126,0.4942014,0.8883702,0.55985457,0.45301166,0.79275936,0.7066822,0.5001825,0.5995439,0.7082764,0.45029455,0.843098,0.79951346,0.5018959,0.6901792,0.7973374,0.45469728,0.77145123
0.31847984,0.46354145,0.44679928,0.3070384,0.46900105,0.4180674,0.3053389,0.45892736,0.4007407,0.32625443,0.4783223,0.43872654,0.3154441,0.4521476,0.4949272,0.37972963,0.49766982,0.8262978,0.37428233,0.43739522,0.82554346,0.35643527,0.51039785,0.6579566,0.3534688,0.40941885,0.7038521,0.2692108,0.5123927,0.83764213,0.2725723,0.39502448,0.7074854,0.5519676,0.4938281,0.93522745,0.5561238,0.45274478,0.8904065,0.71076626,0.5002143,0.8030199,0.7086043,0.4503022,0.78590316,0.7990193,0.5014219,0.8514207,0.79935783,0.4532155,0.8209843
0.3326065,0.461923,0.35932884,0.31967512,0.46834898,0.39552456,0.3178484,0.45835432,0.3479148,0.33711916,0.47901735,0.36279202,0.31903788,0.45206895,0.53420824,0.37962273,0.4989508,0.7713754,0.37695456,0.43973613,0.7672432,0.35219207,0.51151246,0.75696695,0.34544966,0.4107158,0.8115686,0.26334214,0.5132721,0.786073,0.26223674,0.39463103,0.7389957,0.551947,0.49347508,0.8888701,0.5563486,0.45194882,0.87912774,0.71028876,0.5001239,0.7919662,0.70975196,0.45007318,0.8457096,0.7967998,0.5014915,0.9011753,0.79860854,0.45440248,0.7807671
